entry_time,exit_time,entry_price,exit_price,direction,pnl,gross_pnl,commission,r_multiple,sl,tp,mae,mfe,mae_price,mfe_price,mae_pnl,mfe_pnl,mae_r,mfe_r,duration,exit_reason,size,initial_risk
2025-01-04 02:26:00,2026-12-01 23:59:00,3139.525,4599.095,short,-1459.57,-1459.57,0.0,0.0,,,1951.87,3139.53,5091.395,0.0,-1951.87,3139.53,0.0,0.0,1003533.0,End of Data,1.0,0.0
