entry_time,exit_time,entry_price,exit_price,direction,pnl,gross_pnl,commission,r_multiple,sl,tp,mae,mfe,mae_price,mfe_price,mae_pnl,mfe_pnl,mae_r,mfe_r,duration,exit_reason,size,initial_risk
2025-01-01 23:41:00,2025-01-01 23:46:00,2622.955,2621.655,long,-49.57,-49.57,0.0,0.0,,,1.48,0.0,2621.475,2622.955,-56.44,0.0,0.0,0.0,5.0,Exit,38.1337,0.0
2025-01-01 23:53:00,2025-01-01 23:59:00,2623.275,2624.155,short,-33.54,-33.54,0.0,0.0,,,0.97,0.0,2624.245,2623.275,-36.97,0.0,0.0,0.0,6.0,Exit,38.1119,0.0
2025-01-02 00:10:00,2025-01-02 00:15:00,2624.715,2625.698,short,-37.44,-37.44,0.0,0.0,,,1.29,0.0,2626.005,2624.715,-49.14,0.0,0.0,0.0,5.0,Exit,38.0908,0.0
2025-01-02 01:00:00,2025-01-02 01:03:00,2625.785,2625.255,long,-20.19,-20.19,0.0,0.0,,,2.14,0.2,2623.645,2625.985,-81.52,7.62,0.0,0.0,3.0,Exit,38.0926,0.0
2025-01-02 01:06:00,2025-01-02 01:12:00,2627.098,2630.248,short,-119.88,-119.88,0.0,0.0,,,3.61,0.0,2630.705,2627.098,-137.27,0.0,0.0,0.0,6.0,Exit,38.0561,0.0
2025-01-02 04:46:00,2025-01-02 04:47:00,2631.775,2631.898,long,4.67,4.67,0.0,0.0,,,0.7,0.82,2631.074,2632.598,-26.64,31.28,0.0,0.0,1.0,Exit,38.0051,0.0
2025-01-02 05:31:00,2025-01-02 05:39:00,2634.748,2635.984,short,-46.9,-46.9,0.0,0.0,,,1.25,0.04,2635.998,2634.704,-47.43,1.67,0.0,0.0,8.0,Exit,37.9456,0.0
2025-01-02 05:46:00,2025-01-02 05:49:00,2634.614,2634.298,long,-12.0,-12.0,0.0,0.0,,,0.81,0.28,2633.804,2634.898,-30.75,10.78,0.0,0.0,3.0,Exit,37.9643,0.0
2025-01-02 06:03:00,2025-01-02 06:09:00,2632.594,2631.784,long,-30.77,-30.77,0.0,0.0,,,0.92,0.14,2631.674,2632.734,-34.95,5.32,0.0,0.0,6.0,Exit,37.9937,0.0
2025-01-02 06:23:00,2025-01-02 06:32:00,2632.348,2634.198,short,-70.26,-70.26,0.0,0.0,,,1.96,0.0,2634.304,2632.348,-74.29,0.0,0.0,0.0,9.0,Exit,37.9802,0.0
2025-01-02 07:31:00,2025-01-02 07:36:00,2634.125,2633.095,long,-39.11,-39.11,0.0,0.0,,,1.3,0.0,2632.828,2634.125,-49.25,0.0,0.0,0.0,5.0,Exit,37.9716,0.0
2025-01-02 07:59:00,2025-01-02 08:08:00,2634.524,2636.205,short,-63.79,-63.79,0.0,0.0,,,2.31,0.0,2636.838,2634.524,-87.81,0.0,0.0,0.0,9.0,Exit,37.9464,0.0
2025-01-02 08:12:00,2025-01-02 08:28:00,2634.548,2632.098,long,-93.02,-93.02,0.0,0.0,,,3.39,0.7,2631.155,2635.248,-128.82,26.58,0.0,0.0,16.0,Exit,37.9657,0.0
2025-01-02 08:43:00,2025-01-02 08:49:00,2635.848,2636.348,short,-18.96,-18.96,0.0,0.0,,,1.71,0.33,2637.558,2635.518,-64.86,12.52,0.0,0.0,6.0,Exit,37.9293,0.0
2025-01-02 10:02:00,2025-01-02 10:09:00,2635.275,2634.765,long,-19.36,-19.36,0.0,0.0,,,2.74,0.17,2632.535,2635.448,-104.0,6.57,0.0,0.0,7.0,Exit,37.9549,0.0
2025-01-02 10:11:00,2025-01-02 10:27:00,2635.725,2645.174,short,-358.42,-358.42,0.0,0.0,,,10.37,0.0,2646.098,2635.725,-393.46,0.0,0.0,0.0,16.0,Exit,37.9316,0.0
2025-01-02 10:53:00,2025-01-02 11:03:00,2641.548,2642.265,long,27.15,27.15,0.0,0.0,,,1.0,1.66,2640.548,2643.205,-37.87,62.74,0.0,0.0,10.0,Exit,37.8652,0.0
2025-01-02 11:26:00,2025-01-02 11:28:00,2641.124,2640.985,long,-5.26,-5.26,0.0,0.0,,,0.78,0.58,2640.348,2641.708,-29.39,22.12,0.0,0.0,2.0,Exit,37.8708,0.0
2025-01-02 12:06:00,2025-01-02 12:18:00,2641.225,2640.648,long,-21.85,-21.85,0.0,0.0,,,1.08,0.22,2640.148,2641.448,-40.79,8.45,0.0,0.0,12.0,Exit,37.87,0.0
2025-01-02 12:33:00,2025-01-02 12:34:00,2643.315,2644.345,short,-38.96,-38.96,0.0,0.0,,,1.75,0.0,2645.065,2643.315,-66.19,0.0,0.0,0.0,1.0,Exit,37.8236,0.0
2025-01-02 12:47:00,2025-01-02 12:50:00,2645.498,2645.265,short,8.8,8.8,0.0,0.0,,,0.6,0.86,2646.098,2644.635,-22.67,32.61,0.0,0.0,3.0,Exit,37.7897,0.0
2025-01-02 13:14:00,2025-01-02 13:21:00,2639.475,2638.305,long,-44.34,-44.34,0.0,0.0,,,3.61,0.0,2635.865,2639.475,-136.8,0.0,0.0,0.0,7.0,Exit,37.8949,0.0
2025-01-02 13:50:00,2025-01-02 13:58:00,2641.825,2644.284,short,-93.06,-93.06,0.0,0.0,,,5.31,0.0,2647.135,2641.825,-200.95,0.0,0.0,0.0,8.0,Exit,37.844,0.0
2025-01-02 14:52:00,2025-01-02 15:04:00,2647.855,2646.818,long,-39.17,-39.17,0.0,0.0,,,2.87,1.31,2644.985,2649.165,-108.41,49.49,0.0,0.0,12.0,Exit,37.7751,0.0
2025-01-02 15:34:00,2025-01-02 15:41:00,2650.205,2652.198,short,-75.18,-75.18,0.0,0.0,,,3.31,0.0,2653.514,2650.205,-124.83,0.0,0.0,0.0,7.0,Exit,37.7241,0.0
2025-01-02 16:03:00,2025-01-02 16:09:00,2651.448,2651.955,long,19.13,19.13,0.0,0.0,,,1.65,1.11,2649.794,2652.555,-62.39,41.76,0.0,0.0,6.0,Exit,37.7235,0.0
2025-01-02 17:17:00,2025-01-02 17:19:00,2657.564,2657.264,long,-11.29,-11.29,0.0,0.0,,,1.25,0.6,2656.314,2658.164,-47.05,22.58,0.0,0.0,2.0,Exit,37.6369,0.0
2025-01-02 17:22:00,2025-01-02 17:25:00,2659.048,2658.154,short,33.61,33.61,0.0,0.0,,,0.8,1.5,2659.848,2657.548,-30.08,56.4,0.0,0.0,3.0,Exit,37.599,0.0
2025-01-02 17:32:00,2025-01-02 17:38:00,2654.725,2653.454,long,-47.89,-47.89,0.0,0.0,,,1.82,0.0,2652.904,2654.725,-68.61,0.0,0.0,0.0,6.0,Exit,37.6773,0.0
2025-01-02 18:02:00,2025-01-02 18:11:00,2656.624,2657.974,short,-50.81,-50.81,0.0,0.0,,,2.03,0.0,2658.658,2656.624,-76.55,0.0,0.0,0.0,9.0,Exit,37.6342,0.0
2025-01-02 19:36:00,2025-01-02 19:39:00,2655.548,2656.585,short,-39.04,-39.04,0.0,0.0,,,1.5,0.0,2657.048,2655.548,-56.47,0.0,0.0,0.0,3.0,Exit,37.648,0.0
2025-01-02 19:42:00,2025-01-02 19:48:00,2655.505,2654.565,long,-35.4,-35.4,0.0,0.0,,,1.35,0.0,2654.155,2655.505,-50.85,0.0,0.0,0.0,6.0,Exit,37.6649,0.0
2025-01-02 20:25:00,2025-01-02 20:29:00,2658.648,2660.398,short,-65.81,-65.81,0.0,0.0,,,1.73,0.22,2660.375,2658.425,-64.94,8.39,0.0,0.0,4.0,Exit,37.6046,0.0
2025-01-02 21:23:00,2025-01-02 21:25:00,2658.548,2657.648,long,-33.86,-33.86,0.0,0.0,,,0.8,0.0,2657.745,2658.548,-30.21,0.0,0.0,0.0,2.0,Exit,37.623,0.0
2025-01-02 21:33:00,2025-01-02 21:35:00,2657.798,2656.748,long,-39.52,-39.52,0.0,0.0,,,1.38,0.0,2656.415,2657.798,-52.05,0.0,0.0,0.0,2.0,Exit,37.6336,0.0
