entry_time,exit_time,entry_price,exit_price,direction,pnl,gross_pnl,commission,exit_reason,duration,mae,mfe,initial_risk,r_multiple
2025-01-04 08:07:00,2025-01-04 10:23:00,3133.045,3138.3302857142853,short,-5.285285714285237,-5.285285714285237,0.0,SL Hit,136.0,5.773999999999887,3.7470000000002983,5.285285714285237,-1.0
2025-01-04 17:26:00,2025-01-04 18:34:00,3113.025,3118.3102857142853,short,-5.285285714285237,-5.285285714285237,0.0,SL Hit,68.0,5.460000000000036,1.300000000000182,5.285285714285237,-1.0
2025-01-05 01:49:00,2025-01-05 01:55:00,3237.175,3242.4602857142854,long,5.285285714285237,5.285285714285237,0.0,TP Hit,6.0,2.8200000000001637,5.929999999999836,5.285285714285237,1.0
2025-01-05 10:38:00,2025-01-05 11:41:00,3221.905,3216.619714285715,short,5.285285714285237,5.285285714285237,0.0,TP Hit,63.0,5.0099999999997635,5.5600000000004,5.285285714285237,1.0
2025-01-05 12:25:00,2025-01-05 12:30:00,3217.565,3222.8502857142853,short,-5.285285714285237,-5.285285714285237,0.0,SL Hit,5.0,6.7599999999997635,0.75,5.285285714285237,-1.0
2025-01-07 06:20:00,2025-01-07 06:42:00,3325.598,3330.883285714285,long,5.285285714285237,5.285285714285237,0.0,TP Hit,22.0,0.8000000000001819,6.197000000000116,5.285285714285237,1.0
2025-01-08 00:00:00,2025-01-08 01:52:00,3288.598,3283.3127142857147,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,112.0,6.143000000000029,5.0,5.285285714285237,-1.0
2025-01-09 01:08:00,2025-01-09 01:43:00,3439.895,3445.180285714285,long,5.285285714285237,5.285285714285237,0.0,TP Hit,35.0,3.3470000000002074,6.8530000000000655,5.285285714285237,1.0
2025-01-09 06:59:00,2025-01-09 07:16:00,3478.885,3473.599714285715,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,17.0,5.337000000000444,1.7399999999997817,5.285285714285237,-1.0
2025-01-09 07:58:00,2025-01-09 09:22:00,3477.205,3471.9197142857147,short,5.285285714285237,5.285285714285237,0.0,TP Hit,84.0,2.450000000000273,6.0099999999997635,5.285285714285237,1.0
2025-01-10 02:54:00,2025-01-10 03:02:00,3860.635,3865.9202857142855,long,5.285285714285237,5.285285714285237,0.0,TP Hit,8.0,0.16000000000030923,5.629999999999654,5.285285714285237,1.0
2025-01-10 09:21:00,2025-01-10 11:13:00,3886.308,3881.0227142857148,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,112.0,5.630000000000109,5.027000000000044,5.285285714285237,-1.0
2025-01-12 02:30:00,2025-01-12 02:59:00,4236.635,4241.9202857142855,long,5.285285714285237,5.285285714285237,0.0,TP Hit,29.0,2.7200000000002547,6.380000000000109,5.285285714285237,1.0
2025-01-12 03:15:00,2025-01-12 03:35:00,4233.785,4239.070285714285,long,5.285285714285237,5.285285714285237,0.0,TP Hit,20.0,0.9799999999995634,5.699999999999818,5.285285714285237,1.0
2025-02-01 00:41:00,2025-02-01 01:18:00,2626.005,2631.2902857142853,long,5.285285714285237,5.285285714285237,0.0,TP Hit,37.0,2.3600000000001273,5.699999999999818,5.285285714285237,1.0
2025-02-01 11:25:00,2025-02-01 12:45:00,2640.555,2645.840285714285,long,5.285285714285237,5.285285714285237,0.0,TP Hit,80.0,0.49099999999998545,5.6030000000000655,5.285285714285237,1.0
2025-02-01 17:30:00,2025-02-01 20:27:00,2654.884,2660.1692857142853,long,5.285285714285237,5.285285714285237,0.0,TP Hit,177.0,2.536000000000058,5.471000000000004,5.285285714285237,1.0
2025-02-01 21:21:00,2025-02-01 22:00:00,2658.148,0.0,long,-2658.148,-2658.148,0.0,SL Hit,39.0,2658.148,0.38599999999996726,5.285285714285237,-502.93364326841856
2025-02-04 03:00:00,2025-02-04 04:36:00,3127.355,3122.069714285715,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,96.0,6.389999999999873,4.592999999999847,5.285285714285237,-1.0
2025-02-04 10:27:00,2025-02-04 10:41:00,3127.098,3121.8127142857147,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,14.0,7.650000000000091,0.4499999999998181,5.285285714285237,-1.0
2025-02-04 11:26:00,2025-02-04 12:06:00,3123.115,3117.8297142857145,short,5.285285714285237,5.285285714285237,0.0,TP Hit,40.0,0.6100000000001273,5.366999999999734,5.285285714285237,1.0
2025-02-05 00:55:00,2025-02-05 01:01:00,3229.035,3234.320285714285,long,5.285285714285237,5.285285714285237,0.0,TP Hit,6.0,1.9200000000000728,5.690000000000055,5.285285714285237,1.0
2025-02-05 05:01:00,2025-02-05 05:38:00,3249.975,3255.260285714285,long,5.285285714285237,5.285285714285237,0.0,TP Hit,37.0,0.7199999999997999,5.920000000000073,5.285285714285237,1.0
2025-02-05 10:14:00,2025-02-05 11:26:00,3259.475,3264.760285714285,long,5.285285714285237,5.285285714285237,0.0,TP Hit,72.0,2.5099999999997635,6.519999999999982,5.285285714285237,1.0
2025-02-05 13:28:00,2025-02-05 13:32:00,3258.275,3252.989714285715,short,5.285285714285237,5.285285714285237,0.0,TP Hit,4.0,1.1300000000001091,7.260000000000218,5.285285714285237,1.0
2025-02-05 17:19:00,2025-02-05 17:27:00,3234.165,3239.450285714285,short,-5.285285714285237,-5.285285714285237,0.0,SL Hit,8.0,5.4900000000002365,0.44000000000005457,5.285285714285237,-1.0
2025-02-06 01:36:00,2025-02-06 02:16:00,3304.755,3310.0402857142853,long,5.285285714285237,5.285285714285237,0.0,TP Hit,40.0,3.5599999999999454,5.5099999999997635,5.285285714285237,1.0
2025-02-06 09:12:00,2025-02-06 11:24:00,3347.795,3353.0802857142853,long,5.285285714285237,5.285285714285237,0.0,TP Hit,132.0,3.630000000000109,5.440000000000055,5.285285714285237,1.0
2025-02-06 12:55:00,2025-02-06 13:31:00,3355.605,3350.319714285715,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,36.0,5.679999999999836,1.893000000000029,5.285285714285237,-1.0
2025-02-06 15:26:00,2025-02-06 15:47:00,3370.345,3375.630285714285,long,5.285285714285237,5.285285714285237,0.0,TP Hit,21.0,0.09999999999990905,5.303000000000338,5.285285714285237,1.0
2025-02-07 00:00:00,2025-02-07 00:09:00,3336.728,3342.0132857142853,long,5.285285714285237,5.285285714285237,0.0,TP Hit,9.0,2.3730000000000473,6.036999999999807,5.285285714285237,1.0
2025-02-07 00:10:00,2025-02-07 00:27:00,3344.725,3339.4397142857147,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,17.0,5.726999999999862,0.03999999999996362,5.285285714285237,-1.0
2025-02-07 00:28:00,2025-02-07 01:25:00,3337.445,3332.159714285715,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,57.0,5.497000000000298,5.269999999999982,5.285285714285237,-1.0
2025-02-07 02:48:00,2025-02-07 03:22:00,3334.605,3339.8902857142853,short,-5.285285714285237,-5.285285714285237,0.0,SL Hit,34.0,5.692999999999756,0.11999999999989086,5.285285714285237,-1.0
2025-02-07 07:46:00,2025-02-07 09:17:00,3333.398,3338.6832857142854,short,-5.285285714285237,-5.285285714285237,0.0,SL Hit,91.0,5.317000000000007,0.6630000000000109,5.285285714285237,-1.0
2025-02-07 14:45:00,2025-02-07 16:17:00,3341.855,3347.1402857142853,short,-5.285285714285237,-5.285285714285237,0.0,SL Hit,92.0,6.050000000000182,3.369999999999891,5.285285714285237,-1.0
2025-02-07 20:44:00,2025-02-07 21:00:00,3355.445,0.0,long,-3355.445,-3355.445,0.0,SL Hit,16.0,3355.445,2.1799999999998363,5.285285714285237,-634.8653944915026
2025-02-09 08:46:00,2025-02-09 08:55:00,3480.915,3475.6297142857147,short,5.285285714285237,5.285285714285237,0.0,TP Hit,9.0,0.2600000000002183,5.786999999999807,5.285285714285237,1.0
2025-02-09 11:21:00,2025-02-09 11:51:00,3480.715,3486.0002857142854,long,5.285285714285237,5.285285714285237,0.0,TP Hit,30.0,2.5599999999999454,7.119999999999891,5.285285714285237,1.0
2025-02-09 12:18:00,2025-02-09 12:31:00,3482.835,3488.1202857142853,long,5.285285714285237,5.285285714285237,0.0,TP Hit,13.0,2.599999999999909,5.309999999999945,5.285285714285237,1.0
2025-02-09 18:50:00,2025-02-09 19:04:00,3525.158,3530.443285714285,long,5.285285714285237,5.285285714285237,0.0,TP Hit,14.0,0.18299999999999272,6.247000000000298,5.285285714285237,1.0
2025-02-09 19:53:00,2025-02-09 21:00:00,3533.935,0.0,long,-3533.935,-3533.935,0.0,SL Hit,67.0,3533.935,3.612999999999829,5.285285714285237,-668.6365110685254
2025-02-10 16:17:00,2025-02-10 16:28:00,3841.115,3835.8297142857145,short,5.285285714285237,5.285285714285237,0.0,TP Hit,11.0,3.380000000000109,5.539999999999964,5.285285714285237,1.0
2025-02-12 01:09:00,2025-02-12 01:13:00,4205.585,4200.299714285715,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,4.0,5.489999999999782,3.51299999999992,5.285285714285237,-1.0
2025-02-12 07:18:00,2025-02-12 07:52:00,4216.075,4210.789714285715,short,5.285285714285237,5.285285714285237,0.0,TP Hit,34.0,3.119999999999891,5.6899999999996,5.285285714285237,1.0
2025-02-12 11:29:00,2025-02-12 11:53:00,4196.765,4202.050285714286,short,-5.285285714285237,-5.285285714285237,0.0,SL Hit,24.0,5.849999999999454,2.467000000000553,5.285285714285237,-1.0
2025-02-12 16:36:00,2025-02-12 16:57:00,4186.875,4181.589714285715,short,5.285285714285237,5.285285714285237,0.0,TP Hit,21.0,3.1599999999998545,5.380000000000109,5.285285714285237,1.0
2025-02-12 17:31:00,2025-02-12 17:43:00,4195.505,4190.219714285715,short,5.285285714285237,5.285285714285237,0.0,TP Hit,12.0,0.75,5.440000000000509,5.285285714285237,1.0
2025-02-12 21:53:00,2025-02-12 22:00:00,4206.548,0.0,long,-4206.548,-4206.548,0.0,SL Hit,7.0,4206.548,0.5,5.285285714285237,-795.8979376706938
2025-03-01 00:36:00,2025-03-01 07:19:00,2660.054,2654.768714285715,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,403.0,5.400000000000091,5.130999999999858,5.285285714285237,-1.0
2025-03-01 21:41:00,2025-03-02 00:00:00,2638.775,2792.108,short,-153.33300000000008,-153.33300000000008,0.0,SL Hit,139.0,154.48299999999972,0.38000000000010914,5.285285714285237,-29.011298213371287
2025-03-02 01:11:00,2025-03-02 02:06:00,2782.825,2777.5397142857146,long,-5.285285714285237,-5.285285714285237,0.0,SL Hit,55.0,6.239999999999782,2.980000000000018,5.285285714285237,-1.0
2025-03-02 02:08:00,2025-03-02 04:09:00,2776.675,2781.9602857142854,long,5.285285714285237,5.285285714285237,0.0,TP Hit,121.0,4.789999999999964,5.643000000000029,5.285285714285237,1.0
